0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12709,0.12093,0.11434,0.16052,0.12007,0,0,0,0,0,0.018038,0.018563,0.019126,0.01973,0.28159
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1182,0.11365,0.10864,0.10328,0.11123,0,0,0,0,0,0.012289,0.012289,0.012745,0.0132,0.39447
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11633,0.11042,0.10587,0.10086,0.10825,0,0,0,0,0,0.0059172,0.011834,0.011834,0.012289,0.4164
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088515,0.10627,0.10035,0.095798,0.097163,0,0,0,0,0,0.076923,0,0.0059172,0.0059172,0.42315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36857,0.060874,0.078625,0.072708,0.074074,0,0,0,0,0,0,0.076923,0,0.0059172,0.26231
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12857,0.35934,0.051643,0.069395,0.069395,0,0,0,0,0,0,0,0.076923,0,0.24474
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.35076,0.043072,0.060824,0,0,0,0,0,0,0,0,0.076923,0.22843
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11142,0.11142,0.11142,0.34219,0.11142,0,0,0,0,0,0,0,0,0,0.21211
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11142,0.11142,0.11142,0.11142,0.34219,0,0,0,0,0,0,0,0,0,0.21211
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10347,0.10347,0.10347,0.10347,0.10347,0,0,0,0,0,0,0,0,0,0.48267
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096075,0.096075,0.096075,0.096075,0.096075,0,0,0,0,0,0,0,0,0,0.51962
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089213,0.089213,0.089213,0.089213,0.089213,0,0,0,0,0,0,0,0,0,0.55394
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08284,0.08284,0.08284,0.08284,0.08284,0,0,0,0,0,0,0,0,0,0.5858
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923,0.076923,0.076923,0.076923,0.076923,0,0,0,0,0,0,0,0,0,0.61538
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047543,0.047543,0.047543,0.047543,0.15101,0,0,0,0,0,0.10347,0.10347,0.10347,0.10347,0.24496
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049426,0.049426,0.049426,0.049426,0.1455,0,0,0,0,0,0.096075,0.096075,0.096075,0.096075,0.2725
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050797,0.050797,0.050797,0.050797,0.14001,0,0,0,0,0,0.089213,0.089213,0.089213,0.089213,0.29995
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051721,0.051721,0.051721,0.051721,0.13456,0,0,0,0,0,0.08284,0.08284,0.08284,0.08284,0.3272
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052253,0.052253,0.052253,0.052253,0.12918,0,0,0,0,0,0.076923,0.076923,0.076923,0.076923,0.35412
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
